Epoch number,number of human population,number of humans killed by zombie,number of humans starved to death,number of zombie population,number of zombies killed by humans
1760,28,9972,0,41,9966,
1761,28,9972,0,41,9966,
1762,28,9972,0,41,9966,
1763,28,9972,0,41,9966,
1764,28,9972,0,41,9966,
1765,28,9972,0,41,9966,
1766,28,9972,0,41,9966,
1767,27,9973,0,42,9966,
1768,26,9974,0,43,9966,
1769,26,9974,0,43,9966,
1770,26,9974,0,43,9966,
1771,26,9974,0,43,9966,
1772,26,9974,0,43,9966,
1773,26,9974,0,43,9966,
1774,26,9974,0,43,9966,
1775,26,9974,0,43,9966,
1776,26,9974,0,43,9966,
1777,26,9974,0,43,9966,
1778,26,9974,0,43,9966,
1779,26,9974,0,43,9966,
1780,26,9974,0,43,9966,
1781,26,9974,0,43,9966,
1782,26,9974,0,43,9966,
1783,26,9974,0,43,9966,
1784,26,9974,0,43,9966,
1785,26,9974,0,43,9966,
1786,26,9974,0,43,9966,
1787,26,9974,0,43,9966,
1788,26,9974,0,43,9966,
1789,26,9974,0,43,9966,
1790,26,9974,0,43,9966,
1791,26,9974,0,43,9966,
1792,26,9974,0,43,9966,
1793,26,9974,0,43,9966,
1794,26,9974,0,43,9966,
1795,26,9974,0,43,9966,
1796,26,9974,0,43,9966,
1797,26,9974,0,43,9966,
1798,26,9974,0,43,9966,
1799,26,9974,0,43,9966,
1800,26,9974,0,43,9966,
1801,26,9974,0,43,9966,
1802,26,9974,0,43,9966,
1803,26,9974,0,43,9966,
1804,26,9974,0,43,9966,
1805,26,9974,0,43,9966,
1806,26,9974,0,43,9966,
1807,26,9974,0,43,9966,
1808,26,9974,0,43,9966,
1809,26,9974,0,43,9966,
1810,26,9974,0,43,9966,
1811,26,9974,0,43,9966,
1812,26,9974,0,43,9966,
1813,26,9974,0,43,9966,
1814,26,9974,0,43,9966,
1815,26,9974,0,43,9966,
1816,26,9974,0,43,9966,
1817,26,9974,0,43,9966,
1818,26,9974,0,43,9966,
1819,26,9974,0,43,9966,
1820,26,9974,0,43,9966,
1821,26,9974,0,43,9966,
1822,26,9974,0,43,9966,
1823,26,9974,0,43,9966,
1824,26,9974,0,43,9966,
1825,26,9974,0,43,9966,
1826,26,9974,0,43,9966,
1827,26,9974,0,43,9966,
1828,26,9974,0,43,9966,
1829,26,9974,0,43,9966,
1830,26,9974,0,43,9966,
1831,26,9974,0,43,9966,
1832,26,9974,0,43,9966,
1833,26,9974,0,43,9966,
1834,26,9974,0,43,9966,
1835,26,9974,0,43,9966,
1836,26,9974,0,43,9966,
1837,26,9974,0,43,9966,
1838,26,9974,0,43,9966,
1839,26,9974,0,43,9966,
1840,26,9974,0,43,9966,
1841,26,9974,0,43,9966,
1842,26,9974,0,43,9966,
1843,26,9974,0,43,9966,
1844,26,9974,0,43,9966,
1845,26,9974,0,43,9966,
1846,26,9974,0,43,9966,
1847,26,9974,0,43,9966,
1848,26,9974,0,43,9966,
1849,26,9974,0,43,9966,
1850,26,9974,0,43,9966,
1851,26,9974,0,43,9966,
1852,26,9974,0,43,9966,
1853,26,9974,0,43,9966,
1854,26,9974,0,43,9966,
1855,26,9974,0,43,9966,
1856,26,9974,0,43,9966,
1857,26,9974,0,43,9966,
1858,26,9974,0,43,9966,
1859,26,9974,0,43,9966,
1860,26,9974,0,43,9966,
1861,26,9974,0,43,9966,
1862,26,9974,0,43,9966,
1863,26,9974,0,43,9966,
1864,26,9974,0,43,9966,
1865,26,9974,0,43,9966,
1866,26,9974,0,43,9966,
1867,26,9974,0,43,9966,
1868,26,9974,0,43,9966,
1869,26,9974,0,43,9966,
1870,26,9974,0,43,9966,
1871,26,9974,0,43,9966,
1872,26,9974,0,43,9966,
1873,26,9974,0,43,9966,
1874,26,9974,0,43,9966,
1875,26,9974,0,43,9966,
1876,26,9974,0,43,9966,
1877,26,9974,0,43,9966,
1878,26,9974,0,43,9966,
1879,26,9974,0,43,9966,
1880,26,9974,0,43,9966,
1881,26,9974,0,43,9966,
1882,26,9974,0,43,9966,
1883,26,9974,0,43,9966,
1884,26,9974,0,43,9966,
1885,26,9974,0,43,9966,
1886,26,9974,0,43,9966,
1887,26,9974,0,43,9966,
1888,26,9974,0,43,9966,
1889,26,9974,0,43,9966,
1890,26,9974,0,43,9966,
1891,26,9974,0,43,9966,
1892,26,9974,0,43,9966,
1893,26,9974,0,43,9966,
1894,26,9974,0,43,9966,
1895,26,9974,0,43,9966,
1896,26,9974,0,43,9966,
1897,26,9974,0,43,9966,
1898,26,9974,0,43,9966,
1899,26,9974,0,43,9966,
1900,26,9974,0,43,9966,
1901,26,9974,0,43,9966,
1902,26,9974,0,43,9966,
1903,26,9974,0,43,9966,
1904,26,9974,0,43,9966,
1905,26,9974,0,43,9966,
1906,26,9974,0,43,9966,
1907,26,9974,0,43,9966,
1908,26,9974,0,43,9966,
1909,26,9974,0,43,9966,
1910,26,9974,0,43,9966,
1911,26,9974,0,43,9966,
1912,26,9974,0,43,9966,
1913,26,9974,0,43,9966,
1914,26,9974,0,43,9966,
1915,26,9974,0,43,9966,
1916,26,9974,0,43,9966,
1917,26,9974,0,43,9966,
1918,26,9974,0,43,9966,
1919,26,9974,0,43,9966,
1920,26,9974,0,43,9966,
1921,26,9974,0,43,9966,
1922,26,9974,0,43,9966,
1923,26,9974,0,43,9966,
1924,26,9974,0,43,9966,
1925,26,9974,0,43,9966,
1926,26,9974,0,43,9966,
1927,26,9974,0,43,9966,
1928,26,9974,0,43,9966,
1929,26,9974,0,43,9966,
1930,26,9974,0,43,9966,
1931,26,9974,0,43,9966,
1932,26,9974,0,43,9966,
1933,26,9974,0,43,9966,
1934,26,9974,0,43,9966,
1935,26,9974,0,43,9966,
1936,26,9974,0,43,9966,
1937,26,9974,0,43,9966,
1938,26,9974,0,43,9966,
1939,26,9974,0,43,9966,
1940,26,9974,0,43,9966,
1941,26,9974,0,43,9966,
1942,26,9974,0,43,9966,
1943,26,9974,0,43,9966,
1944,26,9974,0,43,9966,
1945,26,9974,0,43,9966,
1946,26,9974,0,43,9966,
1947,26,9974,0,43,9966,
1948,26,9974,0,43,9966,
1949,26,9974,0,43,9966,
1950,26,9974,0,43,9966,
1951,26,9974,0,43,9966,
1952,26,9974,0,43,9966,
1953,26,9974,0,43,9966,
1954,26,9974,0,43,9966,
1955,26,9974,0,43,9966,
1956,26,9974,0,43,9966,
1957,26,9974,0,43,9966,
1958,26,9974,0,43,9966,
1959,26,9974,0,43,9966,
1960,26,9974,0,43,9966,
1961,26,9974,0,43,9966,
1962,26,9974,0,43,9966,
1963,26,9974,0,43,9966,
1964,26,9974,0,43,9966,
1965,26,9974,0,43,9966,
1966,26,9974,0,43,9966,
1967,26,9974,0,43,9966,
1968,26,9974,0,43,9966,
1969,26,9974,0,43,9966,
1970,26,9974,0,43,9966,
1971,26,9974,0,43,9966,
1972,26,9974,0,43,9966,
1973,26,9974,0,43,9966,
1974,26,9974,0,43,9966,
1975,26,9974,0,43,9966,
1976,26,9974,0,43,9966,
1977,26,9974,0,43,9966,
1978,26,9974,0,43,9966,
1979,26,9974,0,43,9966,
1980,26,9974,0,43,9966,
1981,26,9974,0,43,9966,
1982,26,9974,0,43,9966,
1983,26,9974,0,43,9966,
1984,26,9974,0,43,9966,
1985,26,9974,0,43,9966,
1986,26,9974,0,43,9966,
1987,26,9974,0,43,9966,
1988,26,9974,0,43,9966,
1989,26,9974,0,43,9966,
1990,26,9974,0,43,9966,
1991,26,9974,0,43,9966,
1992,26,9974,0,43,9966,
1993,26,9974,0,43,9966,
1994,26,9974,0,43,9966,
1995,26,9974,0,43,9966,
1996,26,9974,0,43,9966,
1997,26,9974,0,43,9966,
1998,26,9974,0,43,9966,
1999,26,9974,0,43,9966,
2000,26,9974,0,43,9966,
2001,26,9974,0,43,9966,
2002,26,9974,0,43,9966,
2003,26,9974,0,43,9966,
2004,26,9974,0,43,9966,
2005,26,9974,0,43,9966,
2006,26,9974,0,43,9966,
2007,26,9974,0,43,9966,
2008,26,9974,0,43,9966,
2009,2,9974,24,43,9966,
2010,1,9974,25,43,9966,
2011,0,9974,26,43,9966,
